system:index,Date,.geo
353,NDMI_20140102,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,NDMI_20140110,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,NDMI_20140118,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,NDMI_20140126,"{""type"":""MultiPoint"",""coordinates"":[]}"
357,NDMI_20140203,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,NDMI_20140211,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,NDMI_20140219,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,NDMI_20140227,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,NDMI_20140307,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,NDMI_20140315,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,NDMI_20140323,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,NDMI_20140331,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,NDMI_20140408,"{""type"":""MultiPoint"",""coordinates"":[]}"
